timestamp,method,endpoint,status_code,size,response_time
2025-01-01 00:52:58,DELETE,/usr,303,5072,166
2025-01-01 00:33:19,PUT,/usr/admin/developer,404,5054,76
2025-01-01 00:23:30,POST,/usr/login,404,4950,246
2025-01-01 00:15:12,DELETE,/usr/admin/developer,304,5024,174
2025-01-01 00:13:59,GET,/usr/login,304,4978,321
2025-01-01 00:42:27,POST,/usr/admin,500,5032,521
2025-01-01 00:21:13,DELETE,/usr/admin,500,5012,13517
2025-01-01 00:37:55,POST,/usr,502,5052,388
2025-01-01 00:09:45,POST,/usr/admin,200,4988,288
2025-01-01 00:24:19,POST,/usr/admin/developer,404,5004,408
2025-01-01 00:39:48,PUT,/usr/admin/developer,502,5061,357
2025-01-01 00:47:31,PUT,/usr/admin,200,5019,325
2025-01-01 00:02:05,PUT,/usr/admin/developer,304,5032,5130
2025-01-01 00:09:41,POST,/usr/admin/developer,304,4969,173
2025-01-01 00:59:20,GET,/usr/login,502,5009,7333
2025-01-01 00:46:22,DELETE,/usr/login,304,5073,238
2025-01-01 00:49:55,GET,/usr,200,4967,11809
2025-01-01 00:20:51,POST,/usr,403,4957,334
2025-01-01 00:53:29,POST,/usr/admin/developer,200,4953,481
2025-01-01 00:12:29,PUT,/usr/login,403,5010,361
2025-01-01 00:21:17,PUT,/usr/admin,502,4946,385
2025-01-01 00:11:29,PUT,/usr/login,502,4961,369
2025-01-01 00:30:27,DELETE,/usr/login,403,5001,14371
2025-01-01 00:29:07,PUT,/usr/register,500,4992,6125
2025-01-01 00:09:24,GET,/usr,500,5057,556
2025-01-01 00:08:24,DELETE,/usr,304,5009,6745
2025-01-01 00:54:43,GET,/usr/login,502,4898,113
2025-01-01 00:17:46,DELETE,/usr/register,403,4968,272
2025-01-01 00:51:00,DELETE,/usr/admin,403,5033,385
2025-01-01 00:57:37,PUT,/usr,500,4907,423
2025-01-01 00:14:52,POST,/usr/admin,303,4954,7059
2025-01-01 00:35:23,GET,/usr/register,502,5103,284
2025-01-01 00:02:06,GET,/usr/admin,200,4979,419
2025-01-01 00:21:02,GET,/usr/admin/developer,404,4923,7004
2025-01-01 00:02:12,PUT,/usr,502,4968,156
2025-01-01 00:59:14,GET,/usr/login,304,5026,492
2025-01-01 00:51:28,PUT,/usr/admin/developer,404,5084,6879
2025-01-01 00:51:13,DELETE,/usr/admin/developer,404,5011,62
2025-01-01 00:22:59,GET,/usr/admin/developer,500,5060,492
2025-01-01 00:12:15,PUT,/usr/admin/developer,404,4944,263
2025-01-01 00:28:28,POST,/usr/register,403,4992,195
2025-01-01 00:12:35,POST,/usr/admin,200,5040,442
2025-01-01 00:19:03,PUT,/usr/admin,404,5043,64
2025-01-01 00:30:49,DELETE,/usr/register,502,5036,77
2025-01-01 00:25:33,PUT,/usr/admin/developer,502,5036,69
2025-01-01 00:56:13,GET,/usr/login,502,5110,481
2025-01-01 00:26:29,DELETE,/usr/admin,404,4998,450
2025-01-01 00:03:07,POST,/usr/admin,404,4990,482
2025-01-01 00:29:05,PUT,/usr,200,4992,13332
2025-01-01 00:22:34,DELETE,/usr/admin/developer,502,5063,366
2025-01-01 00:10:21,DELETE,/usr,502,4984,222
2025-01-01 00:55:02,DELETE,/usr/register,304,4885,221
2025-01-01 00:17:44,POST,/usr/admin/developer,303,4967,298
2025-01-01 00:27:38,GET,/usr/admin/developer,304,4996,480
2025-01-01 00:05:18,DELETE,/usr,404,5020,267
2025-01-01 00:50:13,POST,/usr/admin/developer,303,4955,427
2025-01-01 00:07:19,GET,/usr/register,303,4944,334
2025-01-01 00:46:51,DELETE,/usr,502,5068,382
2025-01-01 00:32:45,GET,/usr/login,500,4983,370
2025-01-01 00:33:57,DELETE,/usr/register,304,5111,247
2025-01-01 00:57:02,POST,/usr/admin/developer,502,4935,287
2025-01-01 00:37:12,PUT,/usr/register,502,5050,413
2025-01-01 00:57:09,POST,/usr,502,4978,6012
2025-01-01 00:01:36,DELETE,/usr/admin,303,4968,208
2025-01-01 00:28:39,POST,/usr/login,404,5038,540
2025-01-01 00:02:57,POST,/usr/login,403,4984,448
2025-01-01 00:47:17,POST,/usr/login,404,4888,379
2025-01-01 00:52:51,GET,/usr/login,304,4958,183
2025-01-01 00:49:46,PUT,/usr/login,403,5032,5399
2025-01-01 00:58:06,PUT,/usr,304,5005,14987
2025-01-01 00:59:36,GET,/usr/admin/developer,404,5065,99
2025-01-01 00:15:29,GET,/usr/register,403,4942,279
2025-01-01 00:09:05,POST,/usr,403,5049,515
2025-01-01 00:18:39,DELETE,/usr/admin,403,4942,496
2025-01-01 00:53:44,GET,/usr/login,304,5003,481
2025-01-01 00:56:34,POST,/usr/register,502,5024,14522
2025-01-01 00:04:03,PUT,/usr/register,500,4887,451
2025-01-01 00:30:25,DELETE,/usr/admin,502,5084,210
2025-01-01 00:56:19,DELETE,/usr,303,5038,277
2025-01-01 00:10:13,POST,/usr/register,304,4939,158
2025-01-01 00:34:51,GET,/usr/register,404,5034,8099
2025-01-01 00:54:23,PUT,/usr,304,4982,285
2025-01-01 00:37:22,GET,/usr,404,4918,467
2025-01-01 00:04:40,PUT,/usr/admin,304,5053,159
2025-01-01 00:52:00,DELETE,/usr/login,502,4995,159
2025-01-01 00:49:20,DELETE,/usr/admin,502,5006,282
2025-01-01 00:44:52,PUT,/usr,303,4972,83
2025-01-01 00:26:52,POST,/usr,304,5038,379
2025-01-01 00:09:31,POST,/usr,303,5082,479
2025-01-01 00:22:16,DELETE,/usr/login,304,4927,515
2025-01-01 00:31:04,POST,/usr/admin/developer,403,5071,269
2025-01-01 00:59:05,DELETE,/usr/admin,502,4962,353
2025-01-01 00:06:18,POST,/usr/admin/developer,502,4935,272
2025-01-01 00:22:13,POST,/usr/register,404,4942,543
2025-01-01 00:55:04,PUT,/usr/register,200,5008,12207
2025-01-01 00:30:45,DELETE,/usr/admin,502,5001,284
2025-01-01 00:36:23,GET,/usr,502,4941,402
2025-01-01 00:04:45,DELETE,/usr,403,4955,318
2025-01-01 00:45:49,POST,/usr,500,4958,364
2025-01-01 00:05:08,GET,/usr/admin,303,5022,10078
2025-01-01 00:01:22,GET,/usr,200,5016,9345
2025-01-01 00:34:47,POST,/usr/register,304,4961,289
2025-01-01 00:04:33,POST,/usr,303,5034,379
2025-01-01 00:54:08,GET,/usr/register,200,5080,162
2025-01-01 00:45:34,PUT,/usr/register,304,5013,200
2025-01-01 00:45:43,PUT,/usr/register,304,5067,358
2025-01-01 00:47:56,PUT,/usr/login,500,4984,341
2025-01-01 00:06:39,PUT,/usr,200,4917,9565
2025-01-01 00:01:14,PUT,/usr/admin/developer,200,5002,93
2025-01-01 00:02:55,POST,/usr/admin,403,4948,11180
2025-01-01 00:05:08,PUT,/usr/admin,500,4992,350
2025-01-01 00:59:11,DELETE,/usr,502,4967,181
2025-01-01 00:19:42,DELETE,/usr/login,502,5129,267
2025-01-01 00:44:00,DELETE,/usr/admin,200,4963,427
2025-01-01 00:46:16,POST,/usr/login,404,5023,11183
2025-01-01 00:23:21,GET,/usr/register,304,5018,309
2025-01-01 00:32:26,PUT,/usr/admin,303,4930,234
2025-01-01 00:03:49,PUT,/usr/admin/developer,502,4956,95
2025-01-01 00:19:25,POST,/usr/admin/developer,502,5001,446
2025-01-01 00:02:21,DELETE,/usr/register,303,4966,13116
2025-01-01 00:39:28,DELETE,/usr/login,404,4983,6935
2025-01-01 00:39:00,POST,/usr/admin,200,4975,428
2025-01-01 00:37:58,POST,/usr/login,304,5011,124
2025-01-01 00:09:40,PUT,/usr/login,500,4970,355
2025-01-01 00:50:22,GET,/usr,403,5081,209
2025-01-01 00:13:43,GET,/usr/login,404,4956,521
2025-01-01 00:35:19,DELETE,/usr/login,303,5062,470
2025-01-01 00:53:55,POST,/usr/admin/developer,200,5032,378
2025-01-01 00:56:26,DELETE,/usr/login,502,4993,76
2025-01-01 00:41:08,GET,/usr/admin/developer,303,5045,5641
2025-01-01 00:58:22,GET,/usr/admin/developer,200,4901,185
2025-01-01 00:48:08,PUT,/usr/login,403,5001,307
2025-01-01 00:40:14,DELETE,/usr/admin,403,4901,397
2025-01-01 00:03:11,PUT,/usr/login,500,5073,479
2025-01-01 00:49:27,POST,/usr/admin/developer,304,5046,497
2025-01-01 00:44:12,PUT,/usr/admin/developer,500,4970,149
2025-01-01 00:53:36,PUT,/usr/login,303,4914,496
2025-01-01 00:37:18,PUT,/usr/admin,404,5022,109
2025-01-01 00:45:35,GET,/usr/admin/developer,403,4979,478
2025-01-01 00:04:34,GET,/usr/admin,200,4979,498
2025-01-01 00:53:58,GET,/usr/register,502,4949,381
2025-01-01 00:31:16,POST,/usr/login,304,5059,203
2025-01-01 00:16:29,PUT,/usr/admin,303,4956,372
2025-01-01 00:55:10,POST,/usr/login,502,5103,490
2025-01-01 00:21:12,DELETE,/usr/register,200,5046,119
2025-01-01 00:18:18,DELETE,/usr/admin/developer,500,4966,158
2025-01-01 00:36:12,PUT,/usr,404,5080,130
2025-01-01 00:56:07,DELETE,/usr/register,502,4944,219
2025-01-01 00:42:38,POST,/usr/admin/developer,304,5046,245
2025-01-01 00:23:26,GET,/usr/admin,404,4935,542
2025-01-01 00:19:41,GET,/usr/register,403,5117,186
2025-01-01 00:58:01,POST,/usr/admin/developer,502,5064,355
2025-01-01 00:52:16,GET,/usr/admin,304,5038,84
2025-01-01 00:34:13,PUT,/usr/admin,502,5091,326
2025-01-01 00:19:19,POST,/usr/register,502,4916,334
2025-01-01 00:37:50,PUT,/usr/register,200,4881,13820
2025-01-01 00:47:34,POST,/usr/admin/developer,404,4968,8740
2025-01-01 00:06:32,POST,/usr/login,403,5001,359
2025-01-01 00:56:02,GET,/usr/admin,303,4942,491
2025-01-01 00:21:31,DELETE,/usr/admin,303,5063,8119
2025-01-01 00:13:12,GET,/usr/admin,304,4935,136
2025-01-01 00:24:28,DELETE,/usr/register,502,4911,407
2025-01-01 00:24:39,GET,/usr/login,502,5017,14405
2025-01-01 00:22:49,PUT,/usr/register,200,5020,193
2025-01-01 00:15:07,PUT,/usr,304,4983,553
2025-01-01 00:52:44,GET,/usr/register,304,5022,84
2025-01-01 00:51:54,PUT,/usr/admin/developer,304,5003,172
2025-01-01 00:07:20,POST,/usr,404,4981,7993
2025-01-01 00:16:02,POST,/usr/admin,200,5083,546
2025-01-01 00:57:09,GET,/usr/register,303,4880,283
2025-01-01 00:58:12,POST,/usr/register,200,4967,72
2025-01-01 00:31:10,GET,/usr/admin/developer,404,4992,229
2025-01-01 00:11:13,PUT,/usr/register,500,5035,336
2025-01-01 00:30:38,PUT,/usr/register,303,5143,451
2025-01-01 00:46:41,PUT,/usr/admin,200,5003,270
2025-01-01 00:27:53,GET,/usr/login,404,4934,8210
2025-01-01 00:41:11,PUT,/usr/admin/developer,500,5031,500
2025-01-01 00:10:40,POST,/usr/register,404,4994,10497
2025-01-01 00:16:41,DELETE,/usr/register,404,5043,5351
2025-01-01 00:16:33,DELETE,/usr/login,404,4939,12572
2025-01-01 00:21:39,POST,/usr/admin,502,4999,7881
2025-01-01 00:44:45,DELETE,/usr/register,502,5041,267
2025-01-01 00:51:22,GET,/usr,303,5031,14180
2025-01-01 00:11:06,POST,/usr/register,403,5018,95
2025-01-01 00:09:45,DELETE,/usr/admin,500,4988,429
2025-01-01 00:20:49,PUT,/usr/admin,303,5006,283
2025-01-01 00:49:11,GET,/usr/admin,500,4917,311
2025-01-01 00:44:03,PUT,/usr/login,200,5022,6710
2025-01-01 00:48:18,POST,/usr/admin/developer,404,5003,257
2025-01-01 00:16:18,GET,/usr/login,403,4959,146
2025-01-01 00:30:21,GET,/usr/admin,403,4984,79
2025-01-01 00:15:32,DELETE,/usr/login,500,5055,108
2025-01-01 00:46:50,POST,/usr/login,404,4988,256
2025-01-01 00:24:12,GET,/usr/register,304,5004,177
2025-01-01 00:41:04,GET,/usr/admin,304,4910,510
2025-01-01 00:08:09,GET,/usr/admin/developer,200,5053,177
2025-01-01 00:43:15,PUT,/usr/register,403,5053,324
2025-01-01 00:56:49,POST,/usr/admin/developer,304,4983,514
2025-01-01 00:14:33,POST,/usr,500,4933,10089
2025-01-01 00:35:03,DELETE,/usr/register,502,4990,457
2025-01-01 00:16:28,GET,/usr/admin,303,5004,66
2025-01-01 00:30:19,POST,/usr/register,500,4946,83
2025-01-01 00:05:07,DELETE,/usr,404,4980,67
2025-01-01 00:51:14,PUT,/usr/admin/developer,200,5013,145
2025-01-01 00:19:51,PUT,/usr/login,500,4961,106
2025-01-01 00:18:52,GET,/usr/admin,404,4947,451
2025-01-01 00:56:14,GET,/usr/admin,403,5029,434
2025-01-01 00:29:31,GET,/usr/admin/developer,200,4983,14101
2025-01-01 00:17:51,GET,/usr,303,5002,351
2025-01-01 00:13:23,POST,/usr/login,200,4899,200
2025-01-01 00:16:36,PUT,/usr,500,4923,208
2025-01-01 00:41:06,PUT,/usr/register,500,5018,419
2025-01-01 00:43:51,DELETE,/usr/register,304,5068,333
2025-01-01 00:56:43,GET,/usr/register,303,4956,324
2025-01-01 00:29:18,DELETE,/usr/login,403,5016,176
2025-01-01 00:17:42,GET,/usr/register,403,4970,102
2025-01-01 00:00:07,DELETE,/usr,404,5023,406
2025-01-01 00:51:14,PUT,/usr/admin/developer,502,4954,218
2025-01-01 00:31:03,PUT,/usr/admin,303,5064,474
2025-01-01 00:26:58,DELETE,/usr,304,4997,480
2025-01-01 00:42:22,PUT,/usr/admin/developer,403,4980,193
2025-01-01 00:27:29,PUT,/usr/login,200,4940,314
2025-01-01 00:59:31,POST,/usr/register,304,4931,372
2025-01-01 00:31:53,POST,/usr/login,403,5083,368
2025-01-01 00:02:56,PUT,/usr,404,5068,368
2025-01-01 00:01:41,GET,/usr,304,4967,284
2025-01-01 00:28:08,POST,/usr/admin,404,4998,453
2025-01-01 00:59:15,POST,/usr/login,200,5005,193
2025-01-01 00:16:48,PUT,/usr,304,5021,449
2025-01-01 00:13:17,POST,/usr/register,304,4981,295
2025-01-01 00:51:55,POST,/usr/login,403,5055,433
2025-01-01 00:42:05,POST,/usr,303,4960,303
2025-01-01 00:39:48,GET,/usr/register,500,4971,405
2025-01-01 00:46:59,GET,/usr/admin,500,5141,495
2025-01-01 00:14:08,GET,/usr/admin,403,5012,181
2025-01-01 00:30:03,PUT,/usr/admin,200,5016,444
2025-01-01 00:53:47,POST,/usr/admin/developer,502,5005,413
2025-01-01 00:55:46,GET,/usr,500,5053,484
2025-01-01 00:29:01,POST,/usr/register,200,5046,317
2025-01-01 00:06:38,POST,/usr/login,404,4949,11163
2025-01-01 00:36:13,POST,/usr/admin,200,4997,452
2025-01-01 00:32:19,DELETE,/usr/login,304,4973,562
2025-01-01 00:53:17,POST,/usr/login,200,4968,97
2025-01-01 00:02:57,GET,/usr/admin/developer,500,5005,85
2025-01-01 00:44:16,POST,/usr/login,304,5062,247
2025-01-01 00:32:07,GET,/usr/admin/developer,304,4891,152
2025-01-01 00:54:34,PUT,/usr/register,303,5051,513
2025-01-01 00:32:42,POST,/usr/register,502,4980,262
2025-01-01 00:42:27,GET,/usr/login,404,5022,446
2025-01-01 00:59:55,PUT,/usr/admin/developer,303,4980,163
2025-01-01 00:57:29,PUT,/usr/admin/developer,500,4956,507
2025-01-01 00:05:56,GET,/usr/admin/developer,404,5021,14272
2025-01-01 00:35:53,POST,/usr/register,200,4958,164
2025-01-01 00:42:51,POST,/usr/register,404,4975,536
2025-01-01 00:23:03,PUT,/usr/register,404,4943,74
2025-01-01 00:25:25,PUT,/usr/admin,500,5032,350
2025-01-01 00:28:25,DELETE,/usr/login,500,4963,7513
2025-01-01 00:23:22,PUT,/usr/admin/developer,304,4974,10425
2025-01-01 00:23:40,GET,/usr/admin/developer,502,5039,184
2025-01-01 00:26:42,DELETE,/usr/admin/developer,404,4965,201
2025-01-01 00:43:49,PUT,/usr,500,5046,237
2025-01-01 00:46:58,DELETE,/usr/register,500,4914,199
2025-01-01 00:01:03,PUT,/usr/register,200,4996,270
2025-01-01 00:56:40,POST,/usr/login,502,5013,176
2025-01-01 00:50:53,GET,/usr/admin/developer,304,4995,131
2025-01-01 00:25:06,GET,/usr/admin/developer,200,4923,472
2025-01-01 00:40:52,POST,/usr,404,5081,248
2025-01-01 00:40:56,POST,/usr/admin/developer,500,5004,566
2025-01-01 00:10:33,POST,/usr/register,200,5096,376
2025-01-01 00:20:03,PUT,/usr/register,304,5033,537
2025-01-01 00:10:57,PUT,/usr/login,200,4938,336
2025-01-01 00:43:38,POST,/usr/admin,200,5037,207
2025-01-01 00:29:43,POST,/usr/admin,403,4987,222
2025-01-01 00:37:33,POST,/usr/login,500,4991,10517
2025-01-01 00:30:08,POST,/usr/register,303,5011,500
2025-01-01 00:17:59,DELETE,/usr,404,4998,11773
2025-01-01 00:16:34,DELETE,/usr,200,5078,532
2025-01-01 00:10:23,PUT,/usr/admin,404,5003,113
2025-01-01 00:34:36,DELETE,/usr/register,502,5042,74
2025-01-01 00:10:50,POST,/usr/admin/developer,404,5042,391
2025-01-01 00:52:57,DELETE,/usr/login,502,5015,110
2025-01-01 00:57:31,GET,/usr/admin,403,5020,317
2025-01-01 00:43:29,DELETE,/usr,403,5039,390
2025-01-01 00:01:40,PUT,/usr/register,303,4948,87
2025-01-01 00:07:46,DELETE,/usr/login,304,4937,290
2025-01-01 00:17:35,GET,/usr,404,5016,278
2025-01-01 00:26:10,DELETE,/usr/admin,404,4970,7651
2025-01-01 00:25:43,GET,/usr/register,502,5051,505
2025-01-01 00:51:52,DELETE,/usr/admin,500,4983,349
2025-01-01 00:50:26,PUT,/usr,502,5021,264
2025-01-01 00:12:06,POST,/usr/admin/developer,500,5023,330
2025-01-01 00:02:17,GET,/usr/admin,500,5021,154
2025-01-01 00:24:11,GET,/usr,500,5028,236
2025-01-01 00:46:04,DELETE,/usr,404,4993,8959
2025-01-01 00:40:59,DELETE,/usr,403,4984,291
2025-01-01 00:34:21,POST,/usr/admin/developer,303,4979,315
2025-01-01 00:40:02,PUT,/usr/login,304,4969,95
2025-01-01 00:00:00,PUT,/usr/admin,403,5002,204
2025-01-01 00:31:17,GET,/usr/register,404,5025,235
2025-01-01 00:40:12,GET,/usr/admin/developer,500,4961,332
2025-01-01 00:01:10,PUT,/usr/admin/developer,200,4978,14025
2025-01-01 00:08:04,GET,/usr/login,502,4947,365
2025-01-01 00:42:56,PUT,/usr/register,303,4880,550
2025-01-01 00:18:50,POST,/usr/admin,502,4964,116
2025-01-01 00:59:24,PUT,/usr/admin/developer,500,4963,276
2025-01-01 00:13:01,POST,/usr/login,500,4993,153
2025-01-01 00:18:07,PUT,/usr/login,304,5003,8340
2025-01-01 00:46:27,POST,/usr/admin,403,5091,223
2025-01-01 00:46:57,GET,/usr,502,5002,224
2025-01-01 00:16:23,GET,/usr,200,5143,155
2025-01-01 00:07:13,PUT,/usr/admin/developer,200,5053,140
2025-01-01 00:26:22,PUT,/usr,500,4912,104
2025-01-01 00:19:51,POST,/usr/admin/developer,304,4982,245
2025-01-01 00:54:10,DELETE,/usr/login,303,4965,187
2025-01-01 00:29:22,POST,/usr,303,4942,267
2025-01-01 00:00:40,PUT,/usr,303,5012,202
2025-01-01 00:24:12,POST,/usr,500,4909,233
2025-01-01 00:06:12,POST,/usr/admin/developer,303,4975,515
2025-01-01 00:36:58,GET,/usr,304,4892,8237
2025-01-01 00:28:19,DELETE,/usr/admin/developer,200,4977,518
2025-01-01 00:52:05,GET,/usr/admin,502,4946,420
2025-01-01 00:13:04,GET,/usr/admin,500,4941,419
2025-01-01 00:10:39,DELETE,/usr/login,304,4981,554
2025-01-01 00:40:15,GET,/usr/admin/developer,403,5002,108
2025-01-01 00:12:46,POST,/usr/login,403,4975,7411
2025-01-01 00:16:56,DELETE,/usr/login,303,5082,380
2025-01-01 00:54:08,POST,/usr,304,5003,167
2025-01-01 00:54:48,GET,/usr,502,5003,13042
2025-01-01 00:00:32,PUT,/usr/login,500,4996,6394
2025-01-01 00:39:40,GET,/usr/admin,500,4903,164
2025-01-01 00:14:34,PUT,/usr/register,500,4949,125
2025-01-01 00:16:40,DELETE,/usr/register,500,5039,393
2025-01-01 00:11:05,GET,/usr,404,5004,213
2025-01-01 00:56:54,DELETE,/usr/login,403,4916,357
2025-01-01 00:24:14,POST,/usr/admin,303,4975,319
2025-01-01 00:46:42,GET,/usr/register,404,4920,11532
2025-01-01 00:51:21,POST,/usr/admin/developer,200,5006,368
2025-01-01 00:56:13,DELETE,/usr/admin/developer,303,5013,551
2025-01-01 00:05:11,POST,/usr/login,404,4955,6919
2025-01-01 00:39:23,DELETE,/usr/admin,404,5011,330
